Disease,variable,Symptom
Tuberculosis,Symptom_5,high_fever
Tuberculosis,Symptom_5,high_fever
Tuberculosis,Symptom_5,high_fever
Tuberculosis,Symptom_5,cough
Tuberculosis,Symptom_5,cough
Tuberculosis,Symptom_5,cough
Common Cold,Symptom_5,high_fever
Common Cold,Symptom_5,high_fever
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,high_fever
Common Cold,Symptom_5,high_fever
Common Cold,Symptom_5,high_fever
Pneumonia,Symptom_5,breathlessness
Pneumonia,Symptom_5,breathlessness
Pneumonia,Symptom_5,breathlessness
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,breathlessness
Pneumonia,Symptom_5,breathlessness
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Varicose veins,Symptom_5,swollen_legs
Varicose veins,Symptom_5,swollen_legs
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_legs
Varicose veins,Symptom_5,swollen_legs
Varicose veins,Symptom_5,swollen_legs
Hypothyroidism,Symptom_5,lethargy
Hypothyroidism,Symptom_5,lethargy
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,lethargy
Hypothyroidism,Symptom_5,lethargy
Hyperthyroidism,Symptom_5,sweating
Hyperthyroidism,Symptom_5,sweating
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,sweating
Hyperthyroidism,Symptom_5,sweating
Hyperthyroidism,Symptom_5,sweating
Hypoglycemia,Symptom_5,headache
Hypoglycemia,Symptom_5,headache
Hypoglycemia,Symptom_5,headache
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,headache
Hypoglycemia,Symptom_5,headache
Osteoarthristis,Symptom_5,swelling_joints
Osteoarthristis,Symptom_5,swelling_joints
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,swelling_joints
Osteoarthristis,Symptom_5,swelling_joints
Osteoarthristis,Symptom_5,swelling_joints
Arthritis,Symptom_5,painful_walking
Arthritis,Symptom_5,painful_walking
Arthritis,Symptom_5,painful_walking
Arthritis,Symptom_5,painful_walking
Arthritis,Symptom_5,painful_walking
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,loss_of_balance
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,loss_of_balance
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,loss_of_balance
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,loss_of_balance
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
Psoriasis,Symptom_5,small_dents_in_nails
Psoriasis,Symptom_5,small_dents_in_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,small_dents_in_nails
Psoriasis,Symptom_5,small_dents_in_nails
Psoriasis,Symptom_5,small_dents_in_nails
Impetigo,Symptom_5,yellow_crust_ooze
Impetigo,Symptom_5,yellow_crust_ooze
Impetigo,Symptom_5,yellow_crust_ooze
GERD,Symptom_5,cough
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,cough
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
Chronic cholestasis,Symptom_5,loss_of_appetite
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,loss_of_appetite
Chronic cholestasis,Symptom_5,loss_of_appetite
Chronic cholestasis,Symptom_5,loss_of_appetite
Chronic cholestasis,Symptom_5,loss_of_appetite
Drug Reaction,Symptom_5,spotting_urination
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,passage_of_gases
Peptic ulcer diseae,Symptom_5,passage_of_gases
Peptic ulcer diseae,Symptom_5,passage_of_gases
Diabetes,Symptom_5,irregular_sugar_level
Diabetes,Symptom_5,irregular_sugar_level
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,irregular_sugar_level
Diabetes,Symptom_5,irregular_sugar_level
Diabetes,Symptom_5,irregular_sugar_level
Bronchial Asthma,Symptom_5,family_history
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,family_history
Bronchial Asthma,Symptom_5,family_history
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Hypertension,Symptom_5,lack_of_concentration
Hypertension,Symptom_5,lack_of_concentration
Migraine,Symptom_5,excessive_hunger
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,excessive_hunger
Migraine,Symptom_5,excessive_hunger
Migraine,Symptom_5,excessive_hunger
Migraine,Symptom_5,excessive_hunger
Cervical spondylosis,Symptom_5,loss_of_balance
Cervical spondylosis,Symptom_5,loss_of_balance
Cervical spondylosis,Symptom_5,loss_of_balance
Jaundice,Symptom_5,high_fever
Jaundice,Symptom_5,high_fever
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,high_fever
Jaundice,Symptom_5,high_fever
Jaundice,Symptom_5,high_fever
Malaria,Symptom_5,headache
Malaria,Symptom_5,headache
Malaria,Symptom_5,headache
Malaria,Symptom_5,nausea
Malaria,Symptom_5,nausea
Malaria,Symptom_5,nausea
Malaria,Symptom_5,nausea
Malaria,Symptom_5,nausea
Malaria,Symptom_5,headache
Malaria,Symptom_5,headache
Chicken pox,Symptom_5,high_fever
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,high_fever
Chicken pox,Symptom_5,high_fever
Chicken pox,Symptom_5,high_fever
Chicken pox,Symptom_5,high_fever
Dengue,Symptom_5,fatigue
Dengue,Symptom_5,fatigue
Dengue,Symptom_5,fatigue
Dengue,Symptom_5,fatigue
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,fatigue
Typhoid,Symptom_5,nausea
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,nausea
Hepatitis A,Symptom_5,nausea
Hepatitis A,Symptom_5,nausea
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,nausea
Hepatitis A,Symptom_5,nausea
Hepatitis A,Symptom_5,nausea
Hepatitis B,Symptom_5,dark_urine
Hepatitis B,Symptom_5,dark_urine
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,dark_urine
Hepatitis B,Symptom_5,dark_urine
Hepatitis B,Symptom_5,dark_urine
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,yellowing_of_eyes
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,yellowing_of_eyes
Hepatitis C,Symptom_5,yellowing_of_eyes
Hepatitis C,Symptom_5,yellowing_of_eyes
Hepatitis D,Symptom_5,dark_urine
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,dark_urine
Hepatitis D,Symptom_5,dark_urine
Hepatitis D,Symptom_5,dark_urine
Hepatitis D,Symptom_5,dark_urine
Hepatitis E,Symptom_5,yellowish_skin
Hepatitis E,Symptom_5,yellowish_skin
Hepatitis E,Symptom_5,yellowish_skin
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,yellowish_skin
Hepatitis E,Symptom_5,yellowish_skin
Alcoholic hepatitis,Symptom_5,distention_of_abdomen
Alcoholic hepatitis,Symptom_5,distention_of_abdomen
Alcoholic hepatitis,Symptom_5,history_of_alcohol_consumption
Alcoholic hepatitis,Symptom_5,history_of_alcohol_consumption
Alcoholic hepatitis,Symptom_5,history_of_alcohol_consumption
Alcoholic hepatitis,Symptom_5,history_of_alcohol_consumption
Alcoholic hepatitis,Symptom_5,history_of_alcohol_consumption
Alcoholic hepatitis,Symptom_5,distention_of_abdomen
Alcoholic hepatitis,Symptom_5,distention_of_abdomen
Alcoholic hepatitis,Symptom_5,distention_of_abdomen
Tuberculosis,Symptom_5,cough
Tuberculosis,Symptom_5,cough
Tuberculosis,Symptom_5,high_fever
Tuberculosis,Symptom_5,high_fever
Tuberculosis,Symptom_5,high_fever
Tuberculosis,Symptom_5,high_fever
Tuberculosis,Symptom_5,high_fever
Tuberculosis,Symptom_5,cough
Tuberculosis,Symptom_5,cough
Tuberculosis,Symptom_5,cough
Common Cold,Symptom_5,high_fever
Common Cold,Symptom_5,high_fever
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,headache
Common Cold,Symptom_5,high_fever
Common Cold,Symptom_5,high_fever
Common Cold,Symptom_5,high_fever
Pneumonia,Symptom_5,breathlessness
Pneumonia,Symptom_5,breathlessness
Pneumonia,Symptom_5,breathlessness
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,sweating
Pneumonia,Symptom_5,breathlessness
Pneumonia,Symptom_5,breathlessness
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Dimorphic hemmorhoids(piles),Symptom_5,irritation_in_anus
Varicose veins,Symptom_5,swollen_legs
Varicose veins,Symptom_5,swollen_legs
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_blood_vessels
Varicose veins,Symptom_5,swollen_legs
Varicose veins,Symptom_5,swollen_legs
Varicose veins,Symptom_5,swollen_legs
Hypothyroidism,Symptom_5,lethargy
Hypothyroidism,Symptom_5,lethargy
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,dizziness
Hypothyroidism,Symptom_5,lethargy
Hypothyroidism,Symptom_5,lethargy
Hyperthyroidism,Symptom_5,sweating
Hyperthyroidism,Symptom_5,sweating
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,diarrhoea
Hyperthyroidism,Symptom_5,sweating
Hyperthyroidism,Symptom_5,sweating
Hyperthyroidism,Symptom_5,sweating
Hypoglycemia,Symptom_5,headache
Hypoglycemia,Symptom_5,headache
Hypoglycemia,Symptom_5,headache
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,nausea
Hypoglycemia,Symptom_5,headache
Hypoglycemia,Symptom_5,headache
Osteoarthristis,Symptom_5,swelling_joints
Osteoarthristis,Symptom_5,swelling_joints
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,painful_walking
Osteoarthristis,Symptom_5,swelling_joints
Osteoarthristis,Symptom_5,swelling_joints
Osteoarthristis,Symptom_5,swelling_joints
Arthritis,Symptom_5,painful_walking
Arthritis,Symptom_5,painful_walking
Arthritis,Symptom_5,painful_walking
Arthritis,Symptom_5,painful_walking
Arthritis,Symptom_5,painful_walking
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,loss_of_balance
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,loss_of_balance
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,loss_of_balance
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,loss_of_balance
(vertigo) Paroxysmal Positional Vertigo,Symptom_5,unsteadiness
Psoriasis,Symptom_5,small_dents_in_nails
Psoriasis,Symptom_5,small_dents_in_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,inflammatory_nails
Psoriasis,Symptom_5,small_dents_in_nails
Psoriasis,Symptom_5,small_dents_in_nails
Psoriasis,Symptom_5,small_dents_in_nails
Impetigo,Symptom_5,yellow_crust_ooze
Impetigo,Symptom_5,yellow_crust_ooze
Impetigo,Symptom_5,yellow_crust_ooze
GERD,Symptom_5,cough
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,cough
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
GERD,Symptom_5,chest_pain
Chronic cholestasis,Symptom_5,loss_of_appetite
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,abdominal_pain
Chronic cholestasis,Symptom_5,loss_of_appetite
Chronic cholestasis,Symptom_5,loss_of_appetite
Chronic cholestasis,Symptom_5,loss_of_appetite
Chronic cholestasis,Symptom_5,loss_of_appetite
Drug Reaction,Symptom_5,spotting_urination
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,internal_itching
Peptic ulcer diseae,Symptom_5,passage_of_gases
Peptic ulcer diseae,Symptom_5,passage_of_gases
Peptic ulcer diseae,Symptom_5,passage_of_gases
Diabetes,Symptom_5,irregular_sugar_level
Diabetes,Symptom_5,irregular_sugar_level
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,blurred_and_distorted_vision
Diabetes,Symptom_5,irregular_sugar_level
Diabetes,Symptom_5,irregular_sugar_level
Diabetes,Symptom_5,irregular_sugar_level
Bronchial Asthma,Symptom_5,family_history
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,family_history
Bronchial Asthma,Symptom_5,family_history
Bronchial Asthma,Symptom_5,mucoid_sputum
Bronchial Asthma,Symptom_5,mucoid_sputum
Hypertension,Symptom_5,lack_of_concentration
Hypertension,Symptom_5,lack_of_concentration
Migraine,Symptom_5,excessive_hunger
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,stiff_neck
Migraine,Symptom_5,excessive_hunger
Migraine,Symptom_5,excessive_hunger
Migraine,Symptom_5,excessive_hunger
Migraine,Symptom_5,excessive_hunger
Cervical spondylosis,Symptom_5,loss_of_balance
Cervical spondylosis,Symptom_5,loss_of_balance
Cervical spondylosis,Symptom_5,loss_of_balance
Jaundice,Symptom_5,high_fever
Jaundice,Symptom_5,high_fever
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,yellowish_skin
Jaundice,Symptom_5,high_fever
Jaundice,Symptom_5,high_fever
Jaundice,Symptom_5,high_fever
Malaria,Symptom_5,headache
Malaria,Symptom_5,headache
Malaria,Symptom_5,headache
Malaria,Symptom_5,nausea
Malaria,Symptom_5,nausea
Malaria,Symptom_5,nausea
Malaria,Symptom_5,nausea
Malaria,Symptom_5,nausea
Malaria,Symptom_5,headache
Malaria,Symptom_5,headache
Chicken pox,Symptom_5,high_fever
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,headache
Chicken pox,Symptom_5,high_fever
Chicken pox,Symptom_5,high_fever
Chicken pox,Symptom_5,high_fever
Chicken pox,Symptom_5,high_fever
Dengue,Symptom_5,fatigue
Dengue,Symptom_5,fatigue
Dengue,Symptom_5,fatigue
Dengue,Symptom_5,fatigue
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,high_fever
Dengue,Symptom_5,fatigue
Typhoid,Symptom_5,nausea
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,headache
Typhoid,Symptom_5,nausea
Hepatitis A,Symptom_5,nausea
Hepatitis A,Symptom_5,nausea
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,loss_of_appetite
Hepatitis A,Symptom_5,nausea
Hepatitis A,Symptom_5,nausea
Hepatitis A,Symptom_5,nausea
Hepatitis B,Symptom_5,dark_urine
Hepatitis B,Symptom_5,dark_urine
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,loss_of_appetite
Hepatitis B,Symptom_5,dark_urine
Hepatitis B,Symptom_5,dark_urine
Hepatitis B,Symptom_5,dark_urine
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,yellowing_of_eyes
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,family_history
Hepatitis C,Symptom_5,yellowing_of_eyes
Hepatitis C,Symptom_5,yellowing_of_eyes
Hepatitis C,Symptom_5,yellowing_of_eyes
Hepatitis D,Symptom_5,dark_urine
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,nausea
Hepatitis D,Symptom_5,dark_urine
Hepatitis D,Symptom_5,dark_urine
Hepatitis D,Symptom_5,dark_urine
Hepatitis D,Symptom_5,dark_urine
Hepatitis E,Symptom_5,yellowish_skin
Hepatitis E,Symptom_5,yellowish_skin
Hepatitis E,Symptom_5,yellowish_skin
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,dark_urine
Hepatitis E,Symptom_5,yellowish_skin
Hepatitis E,Symptom_5,yellowish_skin
Alcoholic hepatitis,Symptom_5,distention_of_abdomen
Alcoholic hepatitis,Symptom_5,distention_of_abdomen
Alcoholic hepatitis,Symptom_5,history_of_alcohol_consumption
Alcoholic hepatitis,Symptom_5,history_of_alcohol_consumption
